Co_ID,Exchange,Name,"Root
Ticker"," QMV(C$)
31-August-2019 "," O/S Shares
31-August-2019 ",Sector,"Sub
Sector",Listing Type,"Date of 
TSX Listing
YYYYMMDD","HQ
Location","HQ
Region","Interlisted
Code_I","Interlisted
Code_II",Listed on OTC,"TSX 
Venture 
Grad","Former
CPC",Index,Clean Technology Primary Industry,Clean Technology Sub-Sector,Technology Sub-Sector ,"Consumer Products & Services
Sub-Sector",Real Estate Sub-Sector ,Life Sciences Sub-Sector,USA_City,USA_State,Asia Region,Israel Related,"Place of Incorporation
C=Canada
U=USA
F=Foreign",Fund Family,SP Grouping,SP_Type,SP_Sub,"Income Trust 
Conversion"," Volume YTD
31-August-2019 "," Value (C$) YTD
31-August-2019 "," Number of 
Trades YTD
31-August-2019 "," Number of
Months of 
Trading Data ",AFRICA,AUS/NZ/PNG,CANADA,CHINA & ASIA,LATIN AMERICA,OTHER,UK/EUROPE,USA,Oil and Gas,Gold,Silver,Copper,Nickel,Diamond,Molybdenum,Platinum/PGM,Iron,Lead,Zinc,Rare Earths,Potash,Lithium,Uranium,Coal,Tungsten,Base & Precious Metals,Mineral Properties (General),Other Properties
AUR0016,TSX,Aurinia Pharmaceuticals Inc.,AUP," 698,824,458 "," 91,829,758 ", Life Sciences ,,TSXV Grad,20140616,BC,Canada,NasdaqGM,,,1,,,,,,,,Biotechnology,,,,,C,,,,,," 9,185,954 "," 80,568,746 "," 69,414 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUR0019,TSX,Aurora Cannabis Inc.,ACB," 7,487,162,273 "," 1,020,049,356 ", Life Sciences ,Cannabis,TSXV Grad,20170724,AB,Canada,NYSE,,OTCQB,1,,1,,,,,,Medical Marijuana,,,,,C,,,,,," 1,721,719,080 "," 17,605,572,064 "," 2,953,507 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUR0018,TSX,Auryn Resources Inc.,AUG," 161,788,830 "," 95,169,900 ", Mining ,,TSXV Grad,20161101,BC,Canada,NYSE MKT,,,1,1,,,,,,,,,,,,C,,,,,," 21,507,854 "," 40,177,238 "," 42,908 ", 8 ,,,"NU,BC",,Peru,,,,,1,,,,,,,,,,,,,,,,,,
AUS0006,TSX,Australian REIT Income Fund,HRR," 15,859,866 "," 1,239,052 ", Closed-End Funds ,,IPO,20130321,ON,Canada,,,,,,,,,,,,,,,,,C,Harvest Portfolios,Other SPI,Fund of Equities,FI Trust,," 464,104 "," 5,348,512 ", 404 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT0005,TSX,AutoCanada Inc.,ACQ," 232,034,321 "," 27,459,683 ", Consumer Products & Services ,,IPO,20060510,AB,Canada,,,,,,,,,,Consumer Discretionary,,,,,,,C,,,,,2010," 18,603,995 "," 203,025,074 "," 81,786 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUT0006,TSX,Automotive Properties Real Estate Investment Trust,APR," 308,990,244 "," 29,796,552 ", Real Estate ,,IPO,20150722,ON,Canada,,,,,,,,,,,Industrial/Office/Retail/Residential,,,,,,C,,Income Trust,,REIT,," 10,340,256 "," 107,656,953 "," 35,643 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVA0002,TSX,Avalon Advanced Materials Inc.,AVL," 13,828,925 "," 307,309,443 ", Mining ,,TSXV Grad,20080228,ON,Canada,,,OTCQX,1,,,,,,,,,,,,,C,,,,,," 130,136,294 "," 11,611,524 "," 21,926 ", 8 ,,,"NS,ON",,,,,,,,,,,,,,,,,1,,1,,,,,1,"Niobium,Tantalum,Tin"
AVC0002,TSX,Avcorp Industries Inc.,AVP," 23,927,710 "," 368,118,620 ", Industrial Products & Services ,,,19961127,BC,Canada,,,,,,,,,,,,,,,,,C,,,,,," 7,963,138 "," 451,271 ", 508 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUR0015,TSX,Avesoro Resources Inc.,ASO," 115,836,869 "," 81,575,260 ", Mining ,,Other,20110413,UK,UK/Europe,AIM,,,,,,,,,,,,,,,,C,,,,,," 619,586 "," 757,750 ", 669 , 8 ,"Cameroon,Liberia",,,,,,,,,1,,,,,,,,,,,,,,,,,,
AVI0007,TSX,Avicanna Inc.,AVCN," 81,507,186 "," 22,269,723 ", Life Sciences ,Cannabis,Other,20190718,ON,Canada,,,,,,,,,,,,Pharmaceuticals,,,,,C,,,,,," 2,532,966 "," 13,174,449 "," 4,657 ", 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AVI0002,TSX,Avino Silver & Gold Mines Ltd.,ASM," 66,903,874 "," 76,027,129 ", Mining ,,TSXV Grad,20180108,BC,Canada,NYSE MKT,,,1,,,,,,,,,,,,,C,,,,,," 9,802,978 "," 7,646,087 "," 9,177 ", 8 ,,,Canada,,Mexico,,,,,1,1,1,,,,,,,1,,,,,,,,,
POW0009,TSX,Azarga Uranium Corp.,AZZ," 39,765,622 "," 184,956,380 ", Mining ,,TSXV Grad,20071101,USA,USA,,,,1,,,,,,,,,Centennial,CO,,,C,,,,,," 20,439,577 "," 4,551,603 "," 4,893 ", 8 ,,,,,,Kyrgyzstan,,"CO,SD,WY",,,,,,,,,,,,,,,1,,,,,
BTW0001,TSX,B2Gold Corp.,BTO," 4,844,720,536 "," 1,013,539,861 ", Mining ,,TSXV Grad,20081023,BC,Canada,NYSE MKT,,,1,,1,,,,,,,,,,,C,,,,,," 574,170,762 "," 2,335,155,160 "," 557,765 ", 8 ,"Burkina Faso,Mali,Namibia",,,Philippines,"Colombia,Nicaragua",,Finland,,,1,,,,,,,,,,,,,,,,,,
BAD0001,TSX,Badger Daylighting Ltd.,BAD," 1,504,442,156 "," 35,658,738 ", Industrial Products & Services ,Energy Services,,19970605,AB,Canada,,,,,,1,,,,,,,,,,,C,,,,,2004_2011," 27,494,828 "," 1,150,267,342 "," 176,006 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAL0003,TSX,Ballard Power Systems Inc.,BLDP," 1,395,771,672 "," 232,628,612 ", Clean Technology ,,IPO,19930609,BC,Canada,NasdaqGM,,,,,,Industrial Products & Services,Energy Efficiency,,,,,,,,,C,,,,,," 31,850,087 "," 157,909,098 "," 123,818 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAL0008,TSX,Balmoral Resources Ltd.,BAR," 33,220,398 "," 151,001,811 ", Mining ,,TSXV Grad,20130816,BC,Canada,,,OTCQX,1,,,,,,,,,,,,,C,,,,,," 25,341,901 "," 4,153,543 "," 5,222 ", 8 ,,,"ON, Quebec",,,,,,,1,,1,,,,,,,1,,,,,,,1,,
BAN0005,TSX,Bank of Montreal,BMO," 61,694,421,238 "," 802,536,724 ", Financial Services ,,,19220609,ON,Canada,NYSE,,,,,60,,,,,,,,,,,C,,,,,," 292,046,806 "," 27,036,656,889 "," 1,326,438 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAN0006,TSX,Bank of Nova Scotia (The),BNS," 88,658,513,991 "," 1,313,360,391 ", Financial Services ,,,19190516,ON,Canada,NYSE,,,,,60,,,,,,,,,,,C,,,,,," 437,797,982 "," 30,704,014,253 "," 1,674,170 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR0017,TSX,"Barclays Bank PLC Fixed Income Notes, Series I-10",BXS," 10,000,000 "," 100,000 ", ETP ,,IPO,20100528,USA,USA,,,,,,,,,,,,,New York City,NY,,,U,Barclays Capital,Other SPI,Exchange Traded Funds,,, 75 ," 75,050 ", 5 , 2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAR0007,TSX,Barrick Gold Corporation,ABX," 45,236,386,451 "," 1,752,668,983 ", Mining ,,,19830502,ON,Canada,NYSE,Lima (BVL),,,,60,,,,,,,,,,,C,,,,,," 865,233,370 "," 16,394,613,900 "," 2,016,659 ", 8 ,Zambia,Papua New Guinea,ON,,"Argentina,Chile, Dominican Republic,Peru",Saudi Arabia,,"AK,MT,NV",,1,1,1,,,,,,,,,,,,,,,,
BIO0008,TSX,Bausch Health Companies Inc.,BHC," 9,922,613,268 "," 349,757,253 ", Life Sciences ,,,19870629,Quebec,Canada,NYSE,,,,,60,,,,,,Pharmaceuticals,,,,,C,,,,,," 129,786,825 "," 4,084,462,165 "," 795,720 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAY0005,TSX,Baylin Technologies Inc.,BYL," 139,944,441 "," 40,446,831 ", Technology ,,IPO,20131127,Israel,Other,,,,,,,,,Hardware & Equipment,,,,,,,1,C,,,,,," 5,216,306 "," 20,241,184 "," 14,533 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAY0002,TSX,Baytex Energy Corp.,BTE," 959,623,764 "," 557,920,793 ", Oil & Gas ,,TSXV Grad,19941221,AB,Canada,NYSE,,,1,,1,,,,,,,,,,,C,,,,,2003_2011," 666,264,746 "," 1,540,786,183 "," 471,904 ", 8 ,,,"AB, SK",,,,,TX,1,,,,,,,,,,,,,,,,,,,
BCE0001,TSX,BCE Inc.,BCE," 58,993,426,205 "," 1,060,382,387 ", Comm & Media ,,,19050711,Quebec,Canada,NYSE,,,,,60,,,,,,,,,,,C,,,,,," 309,053,828 "," 17,150,352,323 "," 1,172,252 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEC0001,TSX,Becker Milk Company Ltd. (The),BEK," 17,531,046 "," 1,267,610 ", Real Estate ,,,19670525,ON,Canada,,,,,,,,,,,Real Estate Operating Companies,,,,,,C,,,,,," 64,231 "," 862,216 ", 302 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUS0002,TSX,Bellatrix Exploration Ltd.,BXE," 16,753,854 "," 40,863,058 ", Oil & Gas ,,TSXV Grad,19970619,AB,Canada,NYSE,,,1,1,,,,,,,,,,,,C,,,,,2004_2009," 60,523,990 "," 28,509,718 "," 20,460 ", 8 ,,,AB,,,,,,1,,,,,,,,,,,,,,,,,,,
NEU0002,TSX,BELLUS Health Inc.,BLU," 412,820,612 "," 44,199,209 ", Life Sciences ,,IPO,20000621,Quebec,Canada,,,,,,,,,,,,Biotechnology,,,,,C,,,,,," 32,222,921 "," 70,914,847 "," 39,922 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEL0018,TSX,Belo Sun Mining Corp.,BSX," 216,889,638 "," 442,631,915 ", Mining ,,TSXV Grad,20120216,ON,Canada,,,,1,,,,,,,,,,,,,C,,,,,," 92,709,027 "," 36,528,913 "," 18,974 ", 8 ,,,,,Brazil,,,,,1,,,,,,,,,,,,,,,,,,
AVE0005,TSX,Bengal Energy Ltd.,BNG," 9,204,002 "," 102,266,694 ", Oil & Gas ,,TSXV Grad,20071101,AB,Canada,,,,1,,,,,,,,,,,,,C,,,,,," 3,817,440 "," 416,128 ", 506 , 8 ,,Australia,,,,,,,1,,,,,,,,,,,,,,,,,,,
BES0003,TSX,Bespoke Capital Acquisition Corp.,BC," 350,000,000 "," 35,000,000 ", SPAC ,,IPO,20190815,UK,UK/Europe,,,,,,,,,,,,,,,,,C,,,,,," 3,299,300 "," 32,997,411 ", 164 , 1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0012,TSX,BetaPro Canadian Gold Miners -2x Daily Bear ETF,HGD," 32,341,539 "," 8,958,875 ", ETP ,,IPO,20070625,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 77,163,787 "," 497,215,905 "," 93,114 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0013,TSX,BetaPro Canadian Gold Miners 2x Daily Bull ETF,HGU," 107,773,050 "," 5,115,000 ", ETP ,,IPO,20070625,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 114,930,862 "," 1,535,946,638 "," 214,899 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0014,TSX,BetaPro Crude Oil -2x Daily Bear ETF,HOD," 56,971,200 "," 10,790,000 ", ETP ,,IPO,20080115,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 375,557,632 "," 2,100,089,848 "," 191,766 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0015,TSX,BetaPro Crude Oil 2x Daily Bull ETF,HOU," 139,783,669 "," 24,916,875 ", ETP ,,IPO,20080115,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 490,449,747 "," 3,071,378,144 "," 305,374 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0021,TSX,BetaPro Gold Bullion -2x Daily Bear ETF,HBD," 1,280,000 "," 125,000 ", ETP ,,IPO,20080122,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 486,277 "," 5,972,657 ", 636 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0020,TSX,BetaPro Gold Bullion 2x Daily Bull ETF,HBU," 12,837,500 "," 1,250,000 ", ETP ,,IPO,20080122,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 3,172,943 "," 28,673,529 "," 2,989 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BET0004,TSX,BetaPro Marijuana Companies 2x Daily Bull ETF,HMJU," 2,090,008 "," 250,001 ", ETP ,,IPO,20190524,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 188,978 "," 2,597,864 ", 857 , 4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BET0005,TSX,BetaPro Marijuana Companies Inverse ETF,HMJI," 13,710,027 "," 500,001 ", ETP ,,IPO,20190524,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 249,662 "," 5,616,171 "," 1,111 ", 4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0024,TSX,BetaPro NASDAQ-100 -2x Daily Bear ETF,HQD," 30,761,891 "," 5,787,750 ", ETP ,,IPO,20080617,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 45,227,015 "," 278,062,329 "," 56,082 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0025,TSX,BetaPro NASDAQ-100 2x Daily Bull ETF,HQU," 79,549,200 "," 1,140,000 ", ETP ,,IPO,20080617,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 14,578,092 "," 936,845,368 "," 66,096 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0016,TSX,BetaPro Natural Gas -2x Daily Bear ETF,HND," 29,324,150 "," 3,449,900 ", ETP ,,IPO,20080115,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 232,002,022 "," 1,656,141,521 "," 199,939 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0017,TSX,BetaPro Natural Gas 2x Daily Bull ETF,HNU," 132,478,168 "," 14,260,298 ", ETP ,,IPO,20080115,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 293,754,542 "," 2,055,371,241 "," 247,235 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0026,TSX,BetaPro S&P 500 -2x Daily Bear ETF,HSD," 51,028,875 "," 3,808,125 ", ETP ,,IPO,20080617,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 77,406,560 "," 844,843,734 "," 61,405 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0027,TSX,BetaPro S&P 500 2x Daily Bull ETF,HSU," 55,188,350 "," 965,000 ", ETP ,,IPO,20080617,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 16,187,097 "," 851,237,009 "," 78,022 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0055,TSX,BetaPro S&P 500 Daily Inverse ETF,HIU," 27,025,500 "," 1,075,000 ", ETP ,,IPO,20100203,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 1,365,204 "," 36,168,982 "," 2,017 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0066,TSX,BetaPro S&P 500 VIX Short-Term Futures ETF,HUV," 18,106,406 "," 3,811,875 ", ETP ,,IPO,20101216,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 26,225,081 "," 135,083,965 "," 67,760 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0005,TSX,BetaPro S&P/TSX 60 -2x Daily Bear ETF,HXD," 56,764,020 "," 11,514,000 ", ETP ,,IPO,20070108,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 41,302,866 "," 219,735,866 "," 21,766 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0006,TSX,BetaPro S&P/TSX 60 2x Daily Bull ETF,HXU," 31,047,000 "," 790,000 ", ETP ,,IPO,20070108,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 22,203,335 "," 828,252,931 "," 33,142 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0036,TSX,BetaPro S&P/TSX 60 Daily Inverse ETF,HIX," 19,981,250 "," 3,475,000 ", ETP ,,IPO,20090304,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 2,455,943 "," 14,754,831 "," 1,773 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0008,TSX,BetaPro S&P/TSX Capped Energy -2x Daily Bear ETF,HED," 3,697,650 "," 249,000 ", ETP ,,IPO,20070618,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 1,860,243 "," 21,921,078 "," 4,032 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0009,TSX,BetaPro S&P/TSX Capped Energy 2x Daily Bull ETF,HEU," 10,151,800 "," 2,630,000 ", ETP ,,IPO,20070618,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 5,807,838 "," 31,398,762 "," 7,035 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0011,TSX,BetaPro S&P/TSX Capped Financials -2x Daily Bear ETF,HFD," 10,601,850 "," 2,195,000 ", ETP ,,IPO,20070611,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 2,391,445 "," 11,742,438 "," 2,361 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0010,TSX,BetaPro S&P/TSX Capped Financials 2x Daily Bull ETF,HFU," 18,235,200 "," 480,000 ", ETP ,,IPO,20070611,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 516,704 "," 19,452,234 "," 1,325 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0041,TSX,BetaPro Silver -2x Daily Bear ETF,HZD," 1,239,940 "," 247,000 ", ETP ,,IPO,20090629,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 1,785,373 "," 11,647,187 "," 1,641 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOR0042,TSX,BetaPro Silver 2x Daily Bull ETF,HZU," 37,970,350 "," 2,635,000 ", ETP ,,IPO,20090629,ON,Canada,,,,,,,,,,,,,,,,,C,Horizons ETF,ETP,Exchange Traded Funds,,," 6,507,371 "," 74,327,971 "," 11,368 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIG0011,TSX,Big Pharma Split Corp.,PRM," 23,703,411 "," 2,116,376 ", Closed-End Funds ,,IPO,20171124,ON,Canada,,,,,,,,,,,,,,,,,C,Harvest Portfolios,Other SPI,Split Shares,Split Share Corp.,," 590,692 "," 6,849,797 "," 1,514 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIG0006,TSX,Big Rock Brewery Inc.,BR," 39,446,198 "," 6,981,628 ", Consumer Products & Services ,,,19970225,AB,Canada,,,,,,,,,,Consumer Staples,,,,,,,C,,,,,2003_2011," 484,296 "," 2,769,163 "," 1,085 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIP0001,TSX,BIP Investment Corporation,BIK," 101,600,000 "," 4,000,000 ", Financial Services ,,IPO,20190205,BC,Canada,,,,,,,,,,,,,,,,,C,,,,,," 1,418,580 "," 36,031,935 "," 3,013 ", 7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIR0005,TSX,Birchcliff Energy Ltd.,BIR," 565,165,355 "," 269,935,229 ", Oil & Gas ,,TSXV Grad,20050721,AB,Canada,,,,1,,1,,,,,,,,,,,C,,,,,," 159,923,612 "," 490,189,636 "," 298,218 ", 8 ,,,AB,,,,,,1,,,,,,,,,,,,,,,,,,,
BIR0007,TSX,Bird Construction Inc.,BDT," 229,591,006 "," 42,516,853 ", Industrial Products & Services ,,TSXV Grad,20060227,ON,Canada,,,,1,,,,,,,,,,,,,C,,,,,2011," 9,821,463 "," 61,767,324 "," 35,037 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLA0017,TSX,Black Diamond Group Limited,BDI," 94,957,059 "," 55,530,444 ", Industrial Products & Services ,,IPO,20060925,AB,Canada,,,,,,,,,,,,,,,,,C,,,,,2010," 8,187,715 "," 16,786,179 "," 16,233 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLA0018,TSX,Black Iron Inc.,BKI," 14,903,433 "," 186,292,909 ", Mining ,,IPO,20110328,ON,Canada,,,,,,,,,,,,,,,,,C,,,,,," 106,149,649 "," 9,479,602 "," 6,691 ", 8 ,,,,,,,Ukraine,,,,,,,,,,1,,,,,,,,,,,
RES0002,TSX,BlackBerry Limited,BB," 5,638,815,789 "," 554,313,489 ", Technology ,,IPO,19971028,ON,Canada,NYSE,,,,,60,,,Communication Technology,,,,,,,,C,,,,,," 241,772,241 "," 2,694,997,732 "," 642,725 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLO0005,TSX,Blockchain Technologies ETF,HBLK," 7,638,400 "," 1,240,000 ", ETP ,,IPO,20180207,ON,Canada,,,,,,,,,,,,,,,,,C,Harvest Portfolios,ETP,Exchange Traded Funds,,," 350,320 "," 2,322,363 "," 1,377 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLO0003,TSX,Bloom Select Income Fund,BLB," 15,546,335 "," 1,699,053 ", Closed-End Funds ,,IPO,20120420,ON,Canada,,,,,,,,,,,,,,,,,C,Bloom,Other SPI,Fund of Equities,FI Trust,," 382,618 "," 3,477,838 ", 867 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLO0004,TSX,Bloom U.S. Income & Growth Fund,BUA," 9,703,930 "," 1,361,000 ", Closed-End Funds ,,IPO,20130321,ON,Canada,,,,,,,,,,,,,,,,,C,Bloom,Other SPI,Fund of Equities,FI Trust,," 189,184 "," 1,361,675 ", 316 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIT0001,TSX,Blue Ribbon Income Fund,RBN," 113,862,795 "," 14,197,356 ", Closed-End Funds ,,,19970916,ON,Canada,,,,,,,,,,,,,,,,,C,Bloom,Other SPI,Fund of Multi-Asset/Other,FI Trust,," 2,239,700 "," 18,350,769 "," 3,747 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMO0016,TSX,BMO Aggregate Bond Index ETF,ZAG," 4,792,770,837 "," 294,215,521 ", ETP ,,IPO,20100122,ON,Canada,,,,,,,,,,,,,,,,,C,BMO,ETP,Exchange Traded Funds,,," 19,740,244 "," 311,301,134 "," 41,523 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMO0102,TSX,BMO Balanced ETF,ZBAL," 33,117,010 "," 1,051,000 ", ETP ,,IPO,20190215,ON,Canada,,,,,,,,,,,,,,,,,C,BMO,ETP,Exchange Traded Funds,,," 457,562 "," 14,253,809 "," 1,128 ", 7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMO0043,TSX,BMO Canadian Dividend ETF,ZDV," 442,680,000 "," 26,350,000 ", ETP ,,IPO,20111027,ON,Canada,,,,,,,,,,,,,,,,,C,BMO,ETP,Exchange Traded Funds,,," 4,671,554 "," 78,481,551 "," 11,598 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMO0079,TSX,BMO Canadian High Dividend Covered Call ETF,ZWC," 497,607,300 "," 26,710,000 ", ETP ,,IPO,20170209,ON,Canada,,,,,,,,,,,,,,,,,C,BMO,ETP,Exchange Traded Funds,,," 5,331,388 "," 100,845,109 "," 17,839 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMO0017,TSX,BMO China Equity Index ETF,ZCH," 58,826,031 "," 2,628,509 ", ETP ,,IPO,20100122,ON,Canada,,,,,,,,,,,,,,,,,C,BMO,ETP,Exchange Traded Funds,,," 2,181,525 "," 51,378,422 "," 7,590 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMO0103,TSX,BMO Conservative ETF,ZCON," 17,444,660 "," 551,000 ", ETP ,,IPO,20190215,ON,Canada,,,,,,,,,,,,,,,,,C,BMO,ETP,Exchange Traded Funds,,," 179,152 "," 5,559,272 ", 337 , 7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMO0094,TSX,BMO Core Plus Bond Fund,ZCPB," 874,678,350 "," 27,105,000 ", ETP ,,IPO,20180529,ON,Canada,,,,,,,,,,,,,,,,,C,BMO,ETP,Exchange Traded Funds,,," 230,063 "," 7,180,614 ", 291 , 7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMO0089,TSX,BMO Corporate Bond Index ETF,ZCB," 31,520,500 "," 605,000 ", ETP ,,IPO,20180307,ON,Canada,,,,,,,,,,,,,,,,,C,BMO,ETP,Exchange Traded Funds,,," 116,811 "," 5,882,156 ", 214 , 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMO0039,TSX,BMO Covered Call Canadian Banks ETF,ZWB," 1,805,312,000 "," 102,400,000 ", ETP ,,IPO,20110203,ON,Canada,,,,,,,,,,,,,,,,,C,BMO,ETP,Exchange Traded Funds,,," 24,178,993 "," 439,848,498 "," 57,636 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMO0045,TSX,BMO Covered Call Dow Jones Industrial Average Hedged to CAD ETF,ZWA," 237,987,750 "," 10,461,000 ", ETP ,,IPO,20111027,ON,Canada,,,,,,,,,,,,,,,,,C,BMO,ETP,Exchange Traded Funds,,," 1,741,141 "," 39,487,889 "," 6,925 ", 8 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BMO0104,TSX,BMO Covered Call US Banks ETF,ZWK," 17,100,000 "," 600,000 ", ETP ,,IPO,20190215,ON,Canada,,,,,,,,,,,,,,,,,C,BMO,ETP,Exchange Traded Funds,,," 522,647 "," 15,497,492 "," 1,381 ", 7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
